"watershed","reach","position","ID","mean_well_depth_cm","lat","lon","elevation","doc_mg.l","TYPE","Time","doc_mg.l.1","tdn_mg.l","na_mg.l","nh4_mg.l","K_mg.l","Mg_mg.l","Ca_mg.l","F_mg.l","Cl_mg.l","NO3_mg.l","PO4_mg.l","SO4_mg.l","usfs_DOC","MSU_DOC","date","fullid","Int_Abs","dec_254","dec_300","dec_562","a300","a305","a313","a320","a340","a380","a395","a412","Slope_ratio","Int_Fluor","peak_A_250.450","peak_C_350.450","peak_T_275.340","Fluorescence_Index","SUVA254","peak_ratioAT","peak_ratioCA","peak_ratioCT","Filename","area_m","analysis","area_km","transect","Qm3_s","fraction","reachposition","count_1.5","count_6.10","count_11.15","count_.15","percent_1.5","percent_6.10","percent_11.15","percent_.15","site","year","ndmi_raster_mean","ndmi_raster_median","ndvi_raster_mean","ndvi_raster_median","twi_mean","twi_median","slope_mean","slope_median","elevabovestreams_mean","elevabovestreams_median","disttostreams_mean","disttostreams_median","aspect_mean","aspect_median","resampled_mean","resampled_median","distance.to.outlet","percent_Beetle.kill","percent_Meadows","percent_Old.Forest","percent_cut.regenerating","percent_Tundra","stage","stage_num","Input.mm","snowpack_3day_avg","melt_snow_interact"
"lexen","lexen1","rw1",63,106,39.89253801,-105.925179,NA,1.49,"monitoring","12:40",1.49,0.2,1.82,0.01,0.96,1.93,12.59,0.02,0.3,0.07,0,1.59,1.49,NA,2021-06-23,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lexen1_rw1",11.75,"dinf",1.18e-05,1,0.029930891,1,"LEXEN1_rw1",466,515,82,3,43.71482176,48.31144465,7.692307692,0.281425891,"lexen1 rw1",2021,0.06641891,0.066734016,0.219868436,0.220140189,4.856700897,4.804821491,22.85408433,21.98717742,68.37517071,66.35498047,146.1416961,123.137085,72.02373454,67.60793969,3100.65332,3098.64624,0,73.33333333,0,26.66666667,0,0,"Upper Descending Limb",3,0,0,0
"lexen","lexen1","rw1",415,106,39.89253801,-105.925179,NA,1.420034333,"monitoring","17:50",1.420034333,NA,1.76,0.03,0.67,1.5,12.4,0.03,0.68,0.07,0,1.5,NA,1.420034333,2022-06-28,"FEF4150308i1h",173.67,3.498,1.7623,0,4.0587,3.684,3.1565,2.7713,1.8904,0.6962,0.44576,0.23947,0.60331+0i,28119,3.4662,1.6885,2.2554,1.5135,2.463320723,1.536844906,0.487132883,0.74864769,"lexen1_rw1",11.75,"dinf",1.18e-05,1,0.039983367,1,"LEXEN1_rw1",466,515,82,3,43.71482176,48.31144465,7.692307692,0.281425891,"lexen1 rw1",2022,0.06641891,0.066734016,0.219868436,0.220140189,4.856700897,4.804821491,22.85408433,21.98717742,68.37517071,66.35498047,146.1416961,123.137085,72.02373454,67.60793969,3100.65332,3098.64624,0,73.33333333,0,26.66666667,0,0,"Upper Descending Limb",3,0,0,0
"lexen","lexen4","rw1",374,118.3,39.896592,-105.937153,NA,0.9765,"synoptic","11:45",0.9765,NA,2.39,0.04,0.69,1,6.28,0.03,1.48,0.21,0,0.58,NA,0.9765,2022-06-21,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lexen4_rw1",250.75,"dinf",0.00025075,4,0.05881406,0.043661329,"LEXEN4_rw1",635,318,37,4,63.8832998,31.99195171,3.722334004,0.402414487,"",NA,0.033375643,0.02618732,0.194179356,0.203791648,5.26102066,5.089247227,22.22051204,21.88741401,81.95438072,79.80224609,201.0801728,197.9898987,140.8550278,147.3895345,3429.255371,3429.722168,1340.25,NA,19.64285714,36.60714286,0,43.75,"Upper Descending Limb",3,0,0,0
"lexen","lexen4","stream",373,NA,39.8965761,-105.9372104,NA,0.5709,"synoptic","11:45",0.5709,NA,1.56,0,0.41,0.95,5.81,0.03,0.11,0.29,0,0.59,NA,0.5709,2022-06-21,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lexen4_stream",3091,"dinf",0.003091,4,0.05881406,0.043661329,"LEXEN4_stream",651,337,42,8,62.71676301,32.46628131,4.046242775,0.770712909,"lexen4",2022,0.033375643,0.02618732,0.194179356,0.203791648,5.26102066,5.089247227,22.22051204,21.88741401,81.95438072,79.80224609,201.0801728,197.9898987,140.8550278,147.3895345,3429.255371,3429.722168,1340.25,NA,19.81981982,36.93693694,0,43.24324324,"Upper Descending Limb",3,0,0,0
"dhs","dhs1.5","stream",396,NA,39.9025192,-105.9223387,NA,0.7697,"synoptic","10:00",0.7697,NA,1.36,0.01,0.58,2.27,31.73,0.01,0.16,0.16,0,1.48,NA,0.7697,2022-06-22,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dhs1.5_stream",22876.5,"dinf",0.0228765,1.5,0.042022179,0.019248124,"DHS1.5_stream",978,496,86,7,62.41225271,31.65283982,5.488194001,0.446713465,"dhs1.5",2022,0.050422736,0.03593851,0.223061562,0.221852601,5.4075284,5.266628742,21.47054926,21.16266988,88.95584444,83.64575195,226.6004685,226.27417,80.88626163,74.17210803,3185.983398,3173.961182,1628.72,34.48275862,5.172413793,25.86206897,34.48275862,0,"Upper Descending Limb",3,0,0,0
"dhs","dhs1","lw1",399,117,39.901841,-105.919437,NA,2,"synoptic","11:00",2,NA,1.89,0.03,0.82,2.55,32.09,0.01,1.08,0.14,0,1.65,NA,NA,2022-06-22,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dhs1_lw1",10,"dinf",1e-05,1,0.041767327,0.296789357,"DHS1_lw1",2016,234,15,2,88.92809881,10.32201147,0.661667402,0.08822232,"",NA,0.053891994,0.050378725,0.197397426,0.196519643,6.01870203,6.07103157,16.87667449,15.34673187,102.8553969,102.8303223,346.6339011,356.9848481,170.8107054,170.022973,3178.354492,3179.075928,1344.39,45.36082474,3.092783505,15.46391753,36.08247423,0,"Upper Descending Limb",3,0,0,0
"dhs","dhs1","lw1",86,117,39.901841,-105.919437,NA,0.7,"monitoring","11:47",0.7,0.07,1.35,0.03,0.87,2.79,18.54,0.03,0.15,0.08,0,1.64,0.7,NA,2021-07-01,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dhs1_lw1",10,"dinf",1e-05,1,0.014951287,0.296789357,"DHS1_lw1",2016,234,15,2,88.92809881,10.32201147,0.661667402,0.08822232,"dhs1",2021,0.053891994,0.050378725,0.197397426,0.196519643,6.01870203,6.07103157,16.87667449,15.34673187,102.8553969,102.8303223,346.6339011,356.9848481,170.8107054,170.022973,3178.354492,3179.075928,1344.39,45.36082474,3.092783505,15.46391753,36.08247423,0,"Upper Descending Limb",3,5.08,0,0
"dhs","dhs1","rw1",397,121,39.90191904,-105.919397,NA,9,"synoptic","11:00",9,NA,1.9,0.05,0.88,2.18,31.33,0.03,0.75,0.13,0,1.37,NA,NA,2022-06-22,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dhs1_rw1",10,"dinf",1e-05,1,0.041767327,0.296789357,"DHS1_rw1",2016,234,15,2,88.92809881,10.32201147,0.661667402,0.08822232,"",NA,0.053891994,0.050378725,0.197397426,0.196519643,6.01870203,6.07103157,16.87667449,15.34673187,102.8553969,102.8303223,346.6339011,356.9848481,170.8107054,170.022973,3178.354492,3179.075928,1344.39,45.36082474,3.092783505,15.46391753,36.08247423,0,"Upper Descending Limb",3,0,0,0
"dhs","dhs2","stream",393,NA,39.9038117,-105.9266447,NA,0.6156,"synoptic","8:30",0.6156,NA,1.09,0.02,0.41,2.16,24.31,0.01,0.12,0.33,0,0.89,NA,0.6156,2022-06-22,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dhs2_stream",2.5,"dinf",2.5e-06,2,0.042531882,0.095813317,"DHS2_stream",2324,1684,756,289,45.99247972,33.32673659,14.96140906,5.719374629,"",NA,0.04986074,0.049300157,0.180477917,0.193049684,5.716463566,5.428619862,25.08237607,25.19077021,72.83842825,63.26171875,170.8895873,158.2842712,96.42200424,95.75789391,3354.641846,3338.919922,2067.89,5.369127517,13.08724832,39.59731544,2.684563758,39.26174497,"Upper Descending Limb",3,0,0,0
"dhs","dhs2","lw1",394,116.5,39.90391502,-105.926465,NA,1.152,"synoptic","9:00",1.152,NA,2.04,0.06,0.66,2.37,35.97,0.03,1.04,0.21,0,1.05,NA,1.152,2022-06-22,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dhs2_lw1",7,"dinf",7e-06,2,0.04227703,0.095813317,"DHS2_lw1",2589,1833,811,297,46.81735986,33.14647378,14.66546112,5.370705244,"",NA,0.049862064,0.049117997,0.180477917,0.193049684,5.714387417,5.428619862,25.09594046,25.19749164,72.87378227,63.28540039,170.972829,158.2842712,96.42214442,95.75789391,3354.75708,3339.066162,2067.89,5.369127517,13.08724832,39.59731544,2.684563758,39.26174497,"Upper Descending Limb",3,0,0,0
"lexen","lexen1","lw2",431,119.3,39.89256701,-105.925078,NA,0.85242478,"monitoring","13:30",0.85242478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85242478,2022-07-05,"FEF431i3",58.583,1.138,0.58646,0,1.3506,1.1876,0.99218,0.84351,0.60371,0.28445,0.21654,0.2016,0.93466+0i,44837,28.877,1.9777,6.3559,1.6592,1.335015155,4.543337686,0.068487031,0.31115971,"lexen1_lw2",370.25,"dinf",0.00037025,1,0.033045743,1,"LEXEN1_lw2",3538,2459,334,7,55.82202588,38.79772799,5.269801199,0.110444935,"lexen1",2022,0.04767127,0.045026828,0.212625995,0.215200767,5.622230053,5.470915794,20.86267282,21.25864747,67.80837285,65.70214844,180.8509035,176.9238816,174.9325449,165.575281,3165.212402,3167.683838,0,78.26086957,0,21.73913043,0,0,"Upper Descending Limb",3,7.62,0,0
"lexen","lexen1","lw2",442,119.3,39.89256701,-105.925078,NA,1.055530733,"monitoring","14:15",1.055530733,NA,1.32,0.02,0.52,1.29,9.89,0.04,0.22,0.1,0,4.24,NA,1.055530733,2022-07-11,"FEF442i3",43.745,0.98568,0.47593,0,1.0961,0.91552,0.73486,0.61041,0.42725,0.20456,0.19091,0.2254,1.3625+0i,46602,46.883,1.6266,5.6951,1.6911,0.933824065,8.232164492,0.034694879,0.285613949,"lexen1_lw2",370.25,"dinf",0.00037025,1,0.025768317,1,"LEXEN1_lw2",3538,2459,334,7,55.82202588,38.79772799,5.269801199,0.110444935,"lexen1 lw2",2022,0.04767127,0.045026828,0.212625995,0.215200767,5.622230053,5.470915794,20.86267282,21.25864747,67.80837285,65.70214844,180.8509035,176.9238816,174.9325449,165.575281,3165.212402,3167.683838,0,78.26086957,0,21.73913043,0,0,"Upper Descending Limb",3,0,0,0
"lexen","lexen1","lw2",442,119.3,39.89256701,-105.925078,NA,1.055530733,"monitoring","14:15",1.055530733,NA,1.32,0.02,0.52,1.29,9.89,0.04,0.22,0.1,0,4.24,NA,1.055530733,2022-07-11,"FEF4420208i1h",-21.33098596,0.616751479,0.137883089,0,0.317544754,0.127069393,-0.054524957,-0.139283732,-0.251347262,-0.313684801,-0.33555777,-0.339647396,-10.24868907+0i,10301.93462,2.255203485,0.544313318,1.439236967,1.795984547,0.584304615,1.56694383,0.241358849,0.37819576,"lexen1_lw2",370.25,"dinf",0.00037025,1,0.025768317,1,"LEXEN1_lw2",3538,2459,334,7,55.82202588,38.79772799,5.269801199,0.110444935,"lexen1 lw2",2022,0.04767127,0.045026828,0.212625995,0.215200767,5.622230053,5.470915794,20.86267282,21.25864747,67.80837285,65.70214844,180.8509035,176.9238816,174.9325449,165.575281,3165.212402,3167.683838,0,78.26086957,0,21.73913043,0,0,"Upper Descending Limb",3,0,0,0
"lexen","lexen1","lw2",417,119.3,39.89256701,-105.925078,NA,0.69756404,"monitoring","17:30",0.69756404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69756404,2022-06-28,"FEF4170208i1h",-10.46474815,0.57382409,0.107311185,0,0.247137659,0.169775713,0.061510509,-0.00707261,-0.11695856,-0.211778303,-0.253701208,-0.261200441,-3.035310922+0i,10866.08111,1.598667762,0.545073169,1.36455015,1.856317401,0.82261134,1.171571277,0.340954626,0.399452647,"lexen1_lw2",370.25,"dinf",0.00037025,1,0.039983367,1,"LEXEN1_lw2",3538,2459,334,7,55.82202588,38.79772799,5.269801199,0.110444935,"lexen1",2022,0.04767127,0.045026828,0.212625995,0.215200767,5.622230053,5.470915794,20.86267282,21.25864747,67.80837285,65.70214844,180.8509035,176.9238816,174.9325449,165.575281,3165.212402,3167.683838,0,78.26086957,0,21.73913043,0,0,"Upper Descending Limb",3,0,0,0
"lexen","lexen1","lw2",391,119.3,39.89256701,-105.925078,NA,0.71756404,"synoptic","17:00",0.71756404,NA,1.45,0.03,1.21,3.03,23.45,0.05,0.66,0.11,0,4.74,NA,NA,2022-06-21,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lexen1_lw2",370.25,"dinf",0.00037025,1,0.058247723,1,"LEXEN1_lw2",3538,2459,334,7,55.82202588,38.79772799,5.269801199,0.110444935,"",NA,0.04767127,0.045026828,0.212625995,0.215200767,5.622230053,5.470915794,20.86267282,21.25864747,67.80837285,65.70214844,180.8509035,176.9238816,174.9325449,165.575281,3165.212402,3167.683838,0,78.26086957,0,21.73913043,0,0,"Upper Descending Limb",3,0,0,0
"lexen","lexen1","lw2",417,119.3,39.89256701,-105.925078,NA,0.69756404,"monitoring","17:30",0.69756404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69756404,2022-06-28,"FEF4170208i3",-35.60872089,0.588169758,0.050319438,0,0.115885665,0.034845281,-0.070753479,-0.147578256,-0.43387016,-0.525989325,-0.539820632,-0.531574363,-17.50897639+0i,21673.82596,2.952808029,1.113118042,2.59314071,1.867464168,0.843176718,1.1386995,0.376969322,0.429254779,"lexen1_lw2",370.25,"dinf",0.00037025,1,0.039983367,1,"LEXEN1_lw2",3538,2459,334,7,55.82202588,38.79772799,5.269801199,0.110444935,"lexen1",2022,0.04767127,0.045026828,0.212625995,0.215200767,5.622230053,5.470915794,20.86267282,21.25864747,67.80837285,65.70214844,180.8509035,176.9238816,174.9325449,165.575281,3165.212402,3167.683838,0,78.26086957,0,21.73913043,0,0,"Upper Descending Limb",3,0,0,0
"lexen","lexen3.5","stream",375,NA,39.8953499,-105.9355303,NA,0.9868,"synoptic","12:15",0.9868,NA,1.53,0.02,0.41,0.93,6.34,0.02,0.22,0.17,0,0.66,NA,0.9868,2022-06-21,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lexen3.5_stream",121982.75,"dinf",0.12198275,3.5,0.05881406,0.267062355,"LEXEN3.5_stream",3598,2902,550,77,50.48407465,40.71839484,7.717132033,1.080398485,"lexen3.5",2022,0.041136026,0.03643609,0.197387487,0.200799108,5.823173046,5.730206966,21.3709625,21.53126406,89.61773269,82.15795898,230.0687129,208.2842712,146.4247318,154.8502453,3405.991455,3406.648193,1180.06,NA,11.01694915,64.40677966,0,24.57627119,"Upper Descending Limb",3,0,0,0
"lexen","lexen2.5","lw2",382,120,39.89349397,-105.929156,NA,1.755,"synoptic","15:00",1.755,NA,2.75,0.07,1.11,1.02,6.86,0.04,1.66,0.11,0,1.03,NA,1.755,2022-06-21,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lexen2.5_lw2",6.75,"dinf",6.75e-06,2.5,0.058417624,NA,"LEXEN2.5_lw2",4257,2482,258,9,60.76220383,35.42677705,3.682557808,0.128461319,"lexen2.5 lw2",2022,0.042594478,0.040229846,0.202022508,0.202941582,5.757205486,5.713743687,23.02873803,22.90421662,121.4672277,116.4470215,289.0948099,268.7005769,149.3473763,145.7579519,3295.806641,3291.775391,399.68,60.24096386,0,35.34136546,0,4.417670683,"Upper Descending Limb",3,0,0,0
"dh","dh2","lw1",403,118,39.90004401,-105.913026,NA,5,"synoptic","11:30",5,NA,2.31,0.02,1.25,1.45,12.61,0.04,1.38,0.08,0,2.62,NA,NA,2022-06-22,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dh2_lw1",6.75,"dinf",6.75e-06,2,0.079711882,0.649335583,"DH2_lw1",4644,2429,442,65,61.26649077,32.04485488,5.831134565,0.857519789,"dh2",2022,0.043164395,0.034222983,0.203460515,0.204501346,5.878314018,5.711336136,16.8503196,17.16610686,79.78804081,74.95202637,299.7824511,260.2081528,155.6527461,149.1865588,3146.042236,3142.254883,657.1,42.44604317,0,52.87769784,3.956834532,0.71942446,"Upper Descending Limb",3,0,0,0
"dhn","dhn2","stream",337,NA,39.90560104,-105.911752,NA,1.811,"synoptic","10:00",1.811,NA,1.79,0.03,0.66,3.93,35.67,0.02,0.35,0.06,0,4.07,NA,1.811,2022-06-08,"FEF3370207i1h",169.39,3.0876,1.5299,0,3.5235,3.2342,2.7495,2.6,1.8308,0.94425,0.9053,0.59065,1.332+0i,98031,38.38,5.0797,7.3791,1.5874,1.704914412,5.201176295,0.132352788,0.688390183,"dhn2_stream",232707.25,"dinf",0.23270725,2,0.004105941,0.106415268,"DHN2_stream",6087,3659,530,110,58.60774119,35.23011747,5.103023301,1.059118044,"dhn2",2022,0.078123406,0.07612025,0.230318159,0.226002768,5.984119892,5.902848244,17.01183488,16.80295666,82.65220857,76.19567871,288.8069366,264.5584412,157.657399,154.305583,3149.384521,3150.242432,748.18,12.69349845,2.167182663,65.94427245,19.19504644,0,"Upper Descending Limb",3,43.6118,123.99,3692.09648676
"dhn","dhn2","stream",337,NA,39.90560104,-105.911752,NA,1.811,"synoptic","10:00",1.811,NA,1.79,0.03,0.66,3.93,35.67,0.02,0.35,0.06,0,4.07,NA,1.811,2022-06-08,"FEF3370210i1h",112.14,28.357,1.5194,0,3.4992,2.797,2.0672,1.6711,1.0773,0.45507,0.36828,0.32662,5.6074+0i,50722,-2.8312,1.323,18.612,1.6862,15.65819989,-0.152116914,-0.467293021,0.071083172,"dhn2_stream",232707.25,"dinf",0.23270725,2,0.004105941,0.106415268,"DHN2_stream",6087,3659,530,110,58.60774119,35.23011747,5.103023301,1.059118044,"dhn2",2022,0.078123406,0.07612025,0.230318159,0.226002768,5.984119892,5.902848244,17.01183488,16.80295666,82.65220857,76.19567871,288.8069366,264.5584412,157.657399,154.305583,3149.384521,3150.242432,748.18,12.69349845,2.167182663,65.94427245,19.19504644,0,"Upper Descending Limb",3,43.6118,123.99,3692.09648676
"lexen","lexen3","rw1",378,119,39.89369597,-105.934615,NA,4.605,"synoptic","13:30",4.605,NA,2,0.13,0.77,0.96,6.78,0.02,1.13,0.1,0,0.78,NA,4.605,2022-06-21,"FEF378i1h",1545.8,20.96,12.345,0,28.43,26.752,23.952,22.023,16.425,9.0582,7.3647,6.1539,0.88679+0i,404000,107.16,25.081,29.92,1.4002,4.551574376,3.581550802,0.234051885,0.838268717,"lexen3_rw1",19.75,"dinf",1.98e-05,3,0.058615842,0.503873555,"LEXEN3_rw1",6167,5302,978,117,49.08468641,42.19993633,7.784145177,0.931232092,"lexen3 rw1",2022,0.046124034,0.04470785,0.200658947,0.20327583,5.994828701,5.898413658,20.69025552,20.7841524,89.07753673,76.59741211,227.9311482,198.9949494,151.186123,157.1492361,3381.815186,3380.644531,942.8,4.054054054,8.301158301,70.65637066,0,16.98841699,"Upper Descending Limb",3,0,0,0
"lexen","lexen3","lw1",377,119,39.89369497,-105.934623,NA,2.509,"synoptic","13:30",2.509,NA,2.6,0.07,0.75,1.14,8.78,0.03,1.61,0.08,0,1.04,NA,2.509,2022-06-21,"FEF3770210i1h",548.5013034,8.252746996,4.534983759,0,10.4440676,9.692696123,8.720702719,7.896911505,5.839190223,3.127905654,2.505251909,1.932764065,0.955859467+0i,156665.0371,66.16086664,8.950687495,12.39687705,1.487749494,3.289257472,5.336897863,0.135286733,0.722011476,"lexen3_lw1",181.5,"dinf",0.0001815,3,0.058615842,0.503873555,"LEXEN3_lw1",7463,7244,1650,285,44.84436967,43.52842206,9.914673717,1.712534551,"lexen3 lw1",2022,0.05319131,0.053319067,0.197076321,0.199467897,5.93866539,5.840724945,20.52098099,20.7148937,90.05728638,80.76721191,236.8757613,214.1421356,136.1056469,144.488062,3369.837646,3366.019531,942.8,3.313253012,7.228915663,73.19277108,0,16.26506024,"Upper Descending Limb",3,0,0,0
"lexen","lexen3","stream",57,NA,39.89367502,-105.934621,NA,1.27,"synoptic","11:05",1.27,0.09,1.69,0.04,0.53,1.06,8.76,0.01,0.15,0.06,0,1.58,1.27,NA,2021-06-23,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"lexen3_stream",385404.25,"dinf",0.38540425,3,0.030044159,0.503873555,"LEXEN3_stream",7550,7296,1656,286,44.97259948,43.45961401,9.864188706,1.703597808,"lexen3",2021,0.053184886,0.053319067,0.196882725,0.199357599,5.932195187,5.832734108,20.50210076,20.70443295,90.36756272,80.9934082,237.3376194,214.8528137,136.171719,144.4562228,3369.628418,3365.94043,942.8,3.725782414,7.153502235,72.72727273,0,16.39344262,"Upper Descending Limb",3,0,0,0
"lexen","lexen3","stream",376,NA,39.89367502,-105.934621,NA,1.253,"synoptic","13:30",1.253,NA,1.39,0.01,0.38,1.1,7.93,0.02,0.16,0.11,0,0.9,NA,1.253,2022-06-21,"FEF3760210i1h",210.6344222,3.299570978,1.767623548,0,4.070837032,3.818444591,3.365096162,3.020998095,2.233610473,1.145982993,1.011145233,0.746973196,0.998553162+0i,60899.21568,12.44881165,3.689145259,5.53436699,1.527965646,2.633336774,2.249365044,0.296345174,0.666588476,"lexen3_stream",385404.25,"dinf",0.38540425,3,0.058615842,0.503873555,"LEXEN3_stream",7550,7296,1656,286,44.97259948,43.45961401,9.864188706,1.703597808,"lexen3",2022,0.053184886,0.053319067,0.196882725,0.199357599,5.932195187,5.832734108,20.50210076,20.70443295,90.36756272,80.9934082,237.3376194,214.8528137,136.171719,144.4562228,3369.628418,3365.94043,942.8,3.725782414,7.153502235,72.72727273,0,16.39344262,"Upper Descending Limb",3,0,0,0
"lexen","lexen2.75","stream",379,NA,39.8931975,-105.9320506,NA,1.936,"synoptic","14:15",1.936,NA,1.49,0,0.4,1.22,8.82,0.03,0.28,0.1,0,0.99,NA,1.936,2022-06-21,"FEF3790210i1h",395.4649486,5.958583367,3.309737262,0,7.622324914,7.087975684,6.275879197,5.679899635,4.207573342,2.25928995,1.740974934,1.461462376,0.868404062+0i,119171.5233,90.48113712,6.851490845,9.275717522,1.557047354,3.077780665,9.754624039,0.075722864,0.73864807,"lexen2.75_stream",609904,"dinf",0.609904,2.75,0.058417624,0.560922992,"LEXEN2.75_stream",8849,8126,1851,321,46.21611741,42.44006894,9.667310806,1.676502846,"lexen2.75",2022,0.053967323,0.054587,0.197086364,0.199578285,5.868932724,5.731265545,20.95342302,21.0682917,87.35626352,77.95605469,226.8706136,203.8477631,133.1698096,144.4053551,3354.985352,3354.974854,NA,8.859060403,6.44295302,69.93288591,0,14.76510067,"Upper Descending Limb",3,0,0,0
"dhn","dhn2","rw1",339,114.3,39.90562803,-105.91167,NA,2.075,"synoptic","10:15",2.075,NA,2.54,0.06,0.98,4.6,37.67,0.04,0.54,0.08,0,3.82,NA,2.075,2022-06-08,"FEF3390308i1h",496.48,5.253,3.0753,0,7.0824,6.7541,6.2454,5.8512,5.0361,4.1052,3.8478,3.6496,2.502+0i,532000,912.18,14.284,22.456,1.6003,2.531566265,40.6207695,0.01565919,0.636088351,"dhn2_rw1",94.25,"multi",9.425e-05,2,0.004105941,0.106415268,"DHN2_rw1",9372,5355,896,174,59.32772045,33.89884155,5.671963031,1.101474964,"dhn2",2022,0.07269179,0.07322478,0.222327158,0.22296387,6.19912672,6.016551495,16.51886202,16.31186092,80.57977142,75.48974609,299.4470233,281.0660172,147.3018434,143.1608806,3154.690674,3153.890625,748.18,16.8297456,1.56555773,64.18786693,17.41682975,0,"Upper Descending Limb",3,43.6118,123.99,3692.09648676
"dhn","dhn1","stream",340,NA,39.90394897,-105.910549,NA,3.58,"synoptic","10:45",3.58,NA,1.79,0,0.75,2.45,20.09,0.03,0.23,0.04,0,2.4,NA,3.58,2022-06-08,"FEF3400308i1h",986.33,12.606,7.2985,0,16.808,15.768,14.295,13.09,10.242,6.802,5.9115,5.0502,1.3125+0i,116000,81.402,5.8532,7.4028,1.5239,3.52122905,10.99610958,0.071904867,0.790673799,"dhn1_stream",476931,"dinf",0.476931,1,0.004049307,0.190210382,"DHN1_stream",10705,5979,1111,255,59.30747922,33.12465374,6.155124654,1.412742382,"dhn1",2022,0.07391464,0.07369321,0.221866012,0.222332999,6.132042408,5.903029919,17.12219151,16.79863469,78.38216176,73.89428711,281.939087,258.2842712,141.8012251,139.7732801,3141.879395,3142.712158,569.2,17.42160279,1.393728223,63.58885017,17.59581882,0,"Upper Descending Limb",3,43.6118,123.99,3692.09648676
"dhs","dhs1","stream",398,NA,39.90193899,-105.919389,NA,1,"synoptic","11:00",1,NA,1.2,0.01,0.59,2.16,24.38,0.03,0.13,0.17,0,1.81,NA,NA,2022-06-22,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dhs1_stream",779515.25,"dinf",0.77951525,1,0.041767327,0.296789357,"DHS1_stream",11860,6853,2214,616,55.05268533,31.81079701,10.27712018,2.859397484,"",NA,0.05476604,0.054325204,0.197056442,0.201040596,6.043188095,5.871785164,21.24626088,20.24646661,74.36938919,65.90161133,204.9150285,185.5634919,110.7477179,106.9639588,3261.937256,3245.193848,NA,18.33150384,6.256860593,43.79802415,17.12403952,14.4895719,"Upper Descending Limb",3,0,0,0
"dhs","dhs1","stream",85,NA,39.90193899,-105.919389,NA,0.8,"monitoring","11:40",0.8,0.06,1.36,0.03,0.77,2.47,16.08,0.01,0.15,0.06,0,1.49,0.8,NA,2021-07-01,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dhs1_stream",779515.25,"dinf",0.77951525,1,0.014951287,0.296789357,"DHS1_stream",11860,6853,2214,616,55.05268533,31.81079701,10.27712018,2.859397484,"dhs1",2021,0.05476604,0.054325204,0.197056442,0.201040596,6.043188095,5.871785164,21.24626088,20.24646661,74.36938919,65.90161133,204.9150285,185.5634919,110.7477179,106.9639588,3261.937256,3245.193848,1344.39,18.33150384,6.256860593,43.79802415,17.12403952,14.4895719,"Upper Descending Limb",3,5.08,0,0
